tijdstip;locatie;component;waarde;LKI
2017-04-04 17:00:00+02:00;Amsterdam-Van Diemenstraat;CO;344,8;2
2017-04-04 18:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;25,2;3
2017-04-04 18:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;0,1;1
2017-04-04 18:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;13,3;2
2017-04-04 18:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,59;1
2017-04-04 18:00:00+02:00;Amsterdam-Van Diemenstraat;O3;67,0;5
2017-04-04 18:00:00+02:00;Amsterdam-Van Diemenstraat;NO;3,5;1
2017-04-04 18:00:00+02:00;Amsterdam-Van Diemenstraat;CO;250,6;2
2017-04-04 19:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;36,3;4
2017-04-04 19:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;6,0;1
2017-04-04 19:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;12,8;2
2017-04-04 19:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,77;1
2017-04-04 19:00:00+02:00;Amsterdam-Van Diemenstraat;O3;51,5;4
2017-04-04 19:00:00+02:00;Amsterdam-Van Diemenstraat;NO;4,5;1
2017-04-04 19:00:00+02:00;Amsterdam-Van Diemenstraat;CO;262,9;2
2017-04-04 20:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;34,0;4
2017-04-04 20:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;14,0;2
2017-04-04 20:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;19,7;2
2017-04-04 20:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,74;1
2017-04-04 20:00:00+02:00;Amsterdam-Van Diemenstraat;O3;53,4;4
2017-04-04 20:00:00+02:00;Amsterdam-Van Diemenstraat;NO;2,0;1
2017-04-04 20:00:00+02:00;Amsterdam-Van Diemenstraat;CO;243,1;1
2017-04-04 21:00:00+02:00;Amsterdam-Van Diemenstraat;O3;53,0;4
2017-04-04 21:00:00+02:00;Amsterdam-Van Diemenstraat;NO2;36,3;4
2017-04-04 21:00:00+02:00;Amsterdam-Van Diemenstraat;PM25;10,0;2
2017-04-04 21:00:00+02:00;Amsterdam-Van Diemenstraat;PM10;19,5;2
2017-04-04 21:00:00+02:00;Amsterdam-Van Diemenstraat;FN;0,82;1
2017-04-04 21:00:00+02:00;Amsterdam-Van Diemenstraat;NO;1,1;1
