tijdstip;locatie;component;waarde;LKI
2017-04-06 12:00:00+02:00;Amsterdam-A10-West;PM10;31,31;4
2017-04-06 13:00:00+02:00;Amsterdam-A10-West;PM10;3,15;1
2017-04-06 14:00:00+02:00;Amsterdam-A10-West;PM10;18,51;2
2017-04-06 15:00:00+02:00;Amsterdam-A10-West;PM10;22,35;3
2017-04-06 16:00:00+02:00;Amsterdam-A10-West;PM10;27,47;3
2017-04-06 17:00:00+02:00;Amsterdam-A10-West;PM10;45,39;5
2017-04-06 18:00:00+02:00;Amsterdam-A10-West;PM10;40,27;4
2017-04-06 19:00:00+02:00;Amsterdam-A10-West;PM10;37,71;4
2017-04-06 20:00:00+02:00;Amsterdam-A10-West;PM10;35,15;4
2017-04-06 21:00:00+02:00;Amsterdam-A10-West;PM10;54,35;5
2017-04-06 22:00:00+02:00;Amsterdam-A10-West;PM10;38,99;4
2017-04-06 23:00:00+02:00;Amsterdam-A10-West;PM10;37,71;4
2017-04-07 00:00:00+02:00;Amsterdam-A10-West;PM10;32,59;4
2017-04-07 01:00:00+02:00;Amsterdam-A10-West;PM10;33,87;4
2017-04-07 02:00:00+02:00;Amsterdam-A10-West;PM10;28,75;3
2017-04-07 03:00:00+02:00;Amsterdam-A10-West;PM10;28,75;3
2017-04-07 04:00:00+02:00;Amsterdam-A10-West;PM10;30,03;4
2017-04-07 05:00:00+02:00;Amsterdam-A10-West;PM10;36,43;4
2017-04-07 06:00:00+02:00;Amsterdam-A10-West;PM10;35,15;4
2017-04-07 07:00:00+02:00;Amsterdam-A10-West;PM10;14,67;2
2017-04-07 08:00:00+02:00;Amsterdam-A10-West;PM10;63,31;6
2017-04-07 09:00:00+02:00;Amsterdam-A10-West;PM10;22,35;3
2017-04-07 10:00:00+02:00;Amsterdam-A10-West;PM10;33,87;4
2017-04-07 11:00:00+02:00;Amsterdam-A10-West;PM10;8,27;1
2017-04-07 12:00:00+02:00;Amsterdam-A10-West;PM10;5,71;1
2017-04-07 13:00:00+02:00;Amsterdam-A10-West;PM10;18,51;2
2017-04-07 14:00:00+02:00;Amsterdam-A10-West;PM10;5,71;1
2017-04-07 15:00:00+02:00;Amsterdam-A10-West;PM10;27,47;3
2017-04-07 16:00:00+02:00;Amsterdam-A10-West;PM10;33,87;4
2017-04-07 17:00:00+02:00;Amsterdam-A10-West;PM10;19,79;2
2017-04-07 18:00:00+02:00;Amsterdam-A10-West;PM10;24,91;3
2017-04-07 19:00:00+02:00;Amsterdam-A10-West;PM10;21,07;3
2017-04-07 20:00:00+02:00;Amsterdam-A10-West;PM10;26,19;3
2017-04-07 21:00:00+02:00;Amsterdam-A10-West;PM10;26,19;3
