tijdstip;locatie;component;waarde;LKI
2017-04-04 05:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;53,9;5
2017-04-04 05:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;35,5;4
2017-04-04 05:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;38,2;3
2017-04-04 05:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;2,14;2
2017-04-04 06:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;59,4;5
2017-04-04 06:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;30,9;4
2017-04-04 06:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;49,8;3
2017-04-04 06:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;2,11;2
2017-04-04 07:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;77,8;7
2017-04-04 07:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;37,9;4
2017-04-04 07:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;94,6;4
2017-04-04 07:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;3,53;3
2017-04-04 08:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;81,9;7
2017-04-04 08:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;44,2;4
2017-04-04 08:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;108,5;5
2017-04-04 08:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;3,49;3
2017-04-04 09:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;81,6;7
2017-04-04 09:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;50,6;5
2017-04-04 09:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;158,8;6
2017-04-04 09:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;4,96;4
2017-04-04 10:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;54,5;5
2017-04-04 10:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;79,2;7
2017-04-04 10:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;134,2;5
2017-04-04 10:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;4,85;4
2017-04-04 11:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;78,7;7
2017-04-04 11:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;49,5;5
2017-04-04 11:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;74,9;4
2017-04-04 11:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;3,63;3
2017-04-04 12:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;71,1;6
2017-04-04 12:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;31,5;4
2017-04-04 12:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;62,0;4
2017-04-04 12:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;3,35;3
2017-04-04 13:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;56,7;5
2017-04-04 13:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;19,5;2
2017-04-04 13:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;26,3;3
2017-04-04 13:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;1,6;2
2017-04-04 14:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;63,4;6
2017-04-04 14:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;23,5;3
2017-04-04 14:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;33,5;3
2017-04-04 14:00:00+02:00;Amsterdam-Jan van Galenstraat;FN;1,59;2
2017-04-04 15:00:00+02:00;Amsterdam-Jan van Galenstraat;NO2;47,6;5
2017-04-04 15:00:00+02:00;Amsterdam-Jan van Galenstraat;PM10;24,7;3
2017-04-04 15:00:00+02:00;Amsterdam-Jan van Galenstraat;NO;13,5;2
