tijdstip;locatie;component;waarde;LKI
2017-04-03 16:00:00+02:00;Amsterdam-Stadhouderskade;NO;63,8;4
2017-04-03 17:00:00+02:00;Amsterdam-Stadhouderskade;NO2;45,7;5
2017-04-03 17:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;2,16;2
2017-04-03 17:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;4,13;3
2017-04-03 17:00:00+02:00;Amsterdam-Stadhouderskade;PM25;20,4;4
2017-04-03 17:00:00+02:00;Amsterdam-Stadhouderskade;PM10;23,1;3
2017-04-03 17:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,78;2
2017-04-03 17:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,31;1
2017-04-03 17:00:00+02:00;Amsterdam-Stadhouderskade;NO;34,7;3
2017-04-03 18:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;4,51;3
2017-04-03 18:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;10,04;5
2017-04-03 18:00:00+02:00;Amsterdam-Stadhouderskade;NO2;41,5;4
2017-04-03 18:00:00+02:00;Amsterdam-Stadhouderskade;PM25;19,6;3
2017-04-03 18:00:00+02:00;Amsterdam-Stadhouderskade;PM10;23,9;3
2017-04-03 18:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,49;2
2017-04-03 18:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,41;1
2017-04-03 18:00:00+02:00;Amsterdam-Stadhouderskade;NO;22,8;2
2017-04-03 19:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;3,63;2
2017-04-03 19:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;4,27;3
2017-04-03 19:00:00+02:00;Amsterdam-Stadhouderskade;NO2;43,9;4
2017-04-03 19:00:00+02:00;Amsterdam-Stadhouderskade;PM25;18,4;3
2017-04-03 19:00:00+02:00;Amsterdam-Stadhouderskade;PM10;20,1;3
2017-04-03 19:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,65;2
2017-04-03 19:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,44;1
2017-04-03 19:00:00+02:00;Amsterdam-Stadhouderskade;NO;22,5;2
2017-04-03 20:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;2,83;2
2017-04-03 20:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;5,34;4
2017-04-03 20:00:00+02:00;Amsterdam-Stadhouderskade;NO2;47,2;5
2017-04-03 20:00:00+02:00;Amsterdam-Stadhouderskade;PM10;16,8;2
2017-04-03 20:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,23;2
2017-04-03 20:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,55;1
2017-04-03 20:00:00+02:00;Amsterdam-Stadhouderskade;NO;14,9;2
2017-04-03 21:00:00+02:00;Amsterdam-Stadhouderskade;PM25;13,1;2
2017-04-03 21:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;1,46;1
2017-04-03 21:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;3,35;2
2017-04-03 21:00:00+02:00;Amsterdam-Stadhouderskade;NO2;42,0;4
2017-04-03 21:00:00+02:00;Amsterdam-Stadhouderskade;PM10;14,2;2
2017-04-03 21:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,07;2
2017-04-03 21:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,15;1
2017-04-03 21:00:00+02:00;Amsterdam-Stadhouderskade;NO;3,3;1
2017-04-03 22:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;1,64;1
2017-04-03 22:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;3,75;2
2017-04-03 22:00:00+02:00;Amsterdam-Stadhouderskade;NO2;59,2;5
2017-04-03 22:00:00+02:00;Amsterdam-Stadhouderskade;PM25;13,2;2
2017-04-03 22:00:00+02:00;Amsterdam-Stadhouderskade;PM10;21,0;3
2017-04-03 22:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,93;2
2017-04-03 22:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,29;1
2017-04-03 22:00:00+02:00;Amsterdam-Stadhouderskade;NO;10,1;2
2017-04-03 23:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;1,85;1
